139;1;3;1;5;
139;3;3;1;2;
140;9;1;6;8;
140;14;1;6;3;
141;9;3;6;8;
141;11;3;6;2;
142;18;1;8;1;
142;19;1;8;5;
142;21;1;8;2;
143;18;3;8;1;
143;19;3;8;5;
143;21;3;8;2;
144;25;1;12;1;
144;27;1;12;9;
145;25;2;12;1;
145;27;2;12;9;
146;25;3;12;1;
146;27;3;12;9;
147;27;1;13;10;
148;27;2;13;10;
149;27;3;13;10;
150;31;1;14;1;
150;34;1;14;6;
151;31;3;14;1;
151;34;3;14;6;
152;34;1;15;7;
153;34;3;15;7;
154;1;1;1;1;
154;4;1;1;6;
155;1;3;1;1;
155;4;3;1;6;
156;14;1;6;5;
156;15;1;6;4;
157;14;3;6;5;
157;15;3;6;4;
158;20;1;7;1;
158;21;1;7;5;
159;20;3;7;1;
159;21;3;7;5;
160;17;1;8;3;
160;21;1;8;5;
161;17;3;8;3;
161;21;3;8;5;
162;22;1;10;2;
162;24;1;10;7;
163;22;2;10;2;
163;24;2;10;7;
164;22;3;10;2;
164;24;3;10;7;
165;25;1;12;10;
165;28;1;12;1;
166;25;2;12;10;
166;28;2;12;1;
167;25;3;12;10;
167;28;3;12;1;
168;25;1;13;9;
168;28;1;13;1;
168;29;1;13;1;
169;25;2;13;9;
169;28;2;13;1;
169;29;2;13;1;
170;25;3;13;9;
170;28;3;13;1;
170;29;3;13;1;
171;30;1;14;2;
171;31;1;14;2;
171;33;1;14;6;
172;30;3;14;2;
172;31;3;14;2;
172;33;3;14;6;
173;30;1;15;1;
173;33;1;15;10;
174;30;3;15;1;
174;33;3;15;10;
175;1;1;1;1;
175;3;1;1;8;
176;1;3;1;1;
176;3;3;1;8;
177;1;1;2;1;
177;3;1;2;6;
177;4;1;2;1;
178;1;3;2;1;
178;3;3;2;6;
178;4;3;2;1;
179;5;1;3;1;
179;6;1;3;7;
180;5;2;3;1;
180;6;2;3;7;
181;5;3;3;1;
181;6;3;3;7;
182;5;1;4;1;
182;6;1;4;6;
182;7;1;4;1;
183;5;2;4;1;
183;6;2;4;6;
183;7;2;4;1;
184;5;3;4;1;
184;6;3;4;5;
184;7;3;4;1;
184;8;3;4;1;
185;6;1;5;7;
185;7;1;5;1;
186;6;2;5;7;
186;7;2;5;1;
187;6;3;5;7;
187;7;3;5;1;
188;16;1;7;5;
188;20;1;7;1;
189;16;3;7;5;
189;20;3;7;1;
190;16;1;8;5;
190;18;1;8;1;
190;20;1;8;2;
191;16;3;8;5;
191;18;3;8;1;
191;20;3;8;2;
192;25;1;12;10;
192;26;1;12;1;
193;25;2;12;10;
193;26;2;12;1;
194;25;1;13;1;
194;26;1;13;7;
195;25;2;13;1;
195;26;2;13;7;
196;25;3;13;1;
196;26;3;13;7;
197;2;1;2;2;
197;3;1;2;6;
198;2;3;2;2;
198;3;3;2;6;
199;5;2;5;1;
199;6;2;5;1;
199;8;2;5;6;
200;16;1;8;6;
200;18;1;8;1;
201;16;3;8;6;
201;18;3;8;1;
202;25;1;12;1;
202;26;1;12;6;
202;27;1;12;1;
203;25;3;12;1;
203;26;3;12;6;
203;27;3;12;1;
204;12;1;6;1;
204;14;1;6;8;
205;10;3;6;1;
205;11;3;6;3;
205;13;3;6;1;
205;14;3;6;3;
206;17;1;7;1;
206;18;1;7;6;
207;17;3;7;1;
207;18;3;7;6;
208;17;1;8;1;
208;18;1;8;7;
208;20;1;8;1;
209;17;3;8;1;
209;18;3;8;7;
209;20;3;8;1;
210;31;1;14;7;
210;34;1;14;1;
211;31;3;14;7;
211;34;3;14;1;
212;31;1;15;5;
212;34;1;15;2;
212;35;1;15;1;
213;31;3;15;5;
213;34;3;15;2;
213;35;3;15;1;
214;5;1;4;2;
214;7;1;4;3;
214;8;1;4;2;
215;5;2;4;2;
215;7;2;4;3;
215;8;2;4;2;
216;5;3;4;2;
216;7;3;4;3;
216;8;3;4;2;
217;5;3;5;1;
217;6;3;5;2;
217;7;3;5;3;
217;8;3;5;1;
218;10;1;6;5;
218;11;1;6;1;
218;15;1;6;2;
219;10;3;6;5;
219;11;3;6;1;
219;15;3;6;2;
220;17;3;7;1;
220;18;3;7;1;
220;20;3;7;4;
220;21;3;7;2;
221;17;1;8;3;
221;20;1;8;2;
221;21;1;8;4;
222;17;3;8;3;
222;20;3;8;2;
222;21;3;8;4;
223;26;1;12;5;
223;27;1;12;1;
223;29;1;12;2;
224;26;2;12;5;
224;27;2;12;1;
224;29;2;12;2;
225;26;3;12;5;
225;27;3;12;1;
225;29;3;12;2;
226;26;1;13;3;
226;27;1;13;5;
226;29;1;13;1;
227;26;2;13;3;
227;27;2;13;5;
227;29;2;13;1;
228;26;3;13;5;
228;27;3;13;1;
228;28;3;13;1;
228;29;3;13;1;
229;31;1;14;2;
229;35;1;14;5;
230;31;3;14;2;
230;35;3;14;5;
231;32;1;15;6;
231;35;1;15;2;
232;32;3;15;6;
232;35;3;15;2;
233;1;3;1;2;
233;2;3;1;3;
233;3;3;1;1;
233;4;3;1;1;
234;9;1;6;2;
234;10;1;6;1;
234;15;1;6;6;
235;9;3;6;2;
235;10;3;6;1;
235;15;3;6;6;
236;16;1;7;1;
236;19;1;7;1;
236;20;1;7;7;
237;16;3;7;1;
237;19;3;7;1;
237;20;3;7;7;
238;20;1;8;13;
239;20;3;8;13;
240;27;1;12;1;
240;28;1;12;4;
240;29;1;12;3;
241;27;2;12;1;
241;28;2;12;4;
241;29;2;12;3;
242;27;3;12;1;
242;28;3;12;4;
242;29;3;12;3;
243;27;1;13;1;
243;28;1;13;5;
243;29;1;13;2;
244;27;2;13;1;
244;28;2;13;5;
244;29;2;13;2;
245;27;3;13;1;
245;28;3;13;5;
245;29;3;13;2;
246;31;1;15;3;
246;33;1;15;4;
246;35;1;15;2;
247;31;3;15;3;
247;33;3;15;4;
247;35;3;15;2;
248;16;1;8;4;
248;17;1;8;3;
248;20;1;8;2;
249;16;3;8;4;
249;17;3;8;3;
249;20;3;8;2;
250;25;2;12;2;
250;26;2;12;2;
250;29;2;12;5;
251;30;1;15;9;
251;31;1;15;2;
252;30;3;15;9;
252;31;3;15;2;
253;2;1;1;2;
253;3;1;1;4;
253;4;1;1;2;
254;1;1;2;4;
254;3;1;2;3;
255;1;3;2;4;
255;3;3;2;3;
256;9;1;6;3;
256;11;1;6;4;
256;14;1;6;1;
257;9;3;6;3;
257;11;3;6;4;
257;14;3;6;1;
258;18;1;7;1;
258;20;1;7;7;
258;21;1;7;1;
259;18;3;7;1;
259;20;3;7;7;
259;21;3;7;1;
260;25;1;12;2;
260;26;1;12;2;
260;28;1;12;4;
261;25;2;12;2;
261;26;2;12;2;
261;28;2;12;4;
262;25;3;12;1;
262;27;3;12;1;
262;28;3;12;5;
262;29;3;12;1;
263;30;3;14;2;
263;31;3;14;2;
263;32;3;14;1;
263;35;3;14;3;
264;9;1;6;2;
264;10;1;6;6;
264;14;1;6;1;
265;9;3;6;1;
265;10;3;6;5;
265;12;3;6;1;
265;13;3;6;2;
266;17;1;8;5;
266;19;1;8;1;
266;21;1;8;3;
267;17;3;8;5;
267;19;3;8;1;
267;21;3;8;3;
268;31;1;14;2;
268;32;1;14;3;
268;33;1;14;4;
269;31;3;14;2;
269;32;3;14;3;
269;33;3;14;4;
270;9;3;6;2;
270;10;3;6;6;
270;14;3;6;1;
271;17;1;7;2;
271;19;1;7;4;
271;20;1;7;2;
272;17;3;7;2;
272;19;3;7;4;
272;20;3;7;2;
273;17;1;8;2;
273;19;1;8;5;
273;20;1;8;3;
274;17;3;8;2;
274;19;3;8;5;
274;20;3;8;3;
275;26;1;12;2;
275;28;1;12;2;
275;29;1;12;4;
276;26;2;12;2;
276;28;2;12;2;
276;29;2;12;4;
277;26;3;12;2;
277;28;3;12;2;
277;29;3;12;4;
278;26;1;13;2;
278;28;1;13;3;
278;29;1;13;3;
279;26;2;13;2;
279;28;2;13;3;
279;29;2;13;3;
280;26;3;13;2;
280;28;3;13;3;
280;29;3;13;3;
281;30;1;15;2;
281;32;1;15;7;
282;30;3;15;1;
282;31;3;15;2;
282;32;3;15;5;
282;33;3;15;1;
283;16;1;8;3;
283;17;1;8;5;
283;19;1;8;1;
284;16;3;8;3;
284;17;3;8;5;
284;19;3;8;1;
285;31;1;15;5;
285;32;1;15;2;
285;33;1;15;2;
286;31;3;15;5;
286;32;3;15;2;
286;33;3;15;2;
287;11;1;6;4;
287;12;1;6;1;
287;14;1;6;2;
288;11;3;6;4;
288;12;3;6;1;
288;14;3;6;2;
289;17;3;7;2;
289;18;3;7;2;
289;19;3;7;2;
289;20;3;7;2;
290;17;3;8;2;
290;18;3;8;2;
290;19;3;8;3;
290;20;3;8;3;
291;11;1;6;3;
291;13;1;6;5;
291;14;1;6;1;
292;10;3;6;3;
292;11;3;6;1;
292;12;3;6;1;
292;13;3;6;4;
293;10;3;6;4;
293;12;3;6;2;
293;14;3;6;1;
293;15;3;6;1;
294;16;1;7;1;
294;19;1;7;3;
294;20;1;7;4;
295;16;3;7;1;
295;19;3;7;3;
295;20;3;7;4;
296;16;1;8;1;
296;19;1;8;4;
296;20;1;8;5;
297;16;3;8;1;
297;19;3;8;4;
297;20;3;8;5;
298;30;1;14;9;
298;33;1;14;2;
299;30;3;14;9;
299;33;3;14;2;
300;30;1;15;3;
300;33;1;15;5;
300;35;1;15;2;
301;30;3;15;3;
301;33;3;15;5;
301;35;3;15;2;
302;9;1;6;9;
302;15;1;6;2;
303;9;3;6;9;
303;15;3;6;2;
304;9;3;6;1;
304;10;3;6;1;
304;11;3;6;1;
304;14;3;6;6;
305;19;1;7;3;
305;20;1;7;4;
305;21;1;7;1;
306;18;3;7;1;
306;19;3;7;2;
306;20;3;7;4;
306;21;3;7;1;
307;18;1;8;6;
307;21;1;8;2;
308;18;3;8;6;
308;21;3;8;2;
309;32;1;14;1;
309;34;1;14;6;
310;32;3;14;1;
310;34;3;14;6;
311;30;1;15;1;
311;33;1;15;7;
311;34;1;15;2;
312;30;3;15;1;
312;33;3;15;7;
312;34;3;15;2;
313;12;1;6;1;
313;13;1;6;9;
313;14;1;6;1;
314;12;3;6;1;
314;13;3;6;9;
314;14;3;6;1;
315;9;3;6;1;
315;10;3;6;2;
315;12;3;6;1;
315;14;3;6;5;
316;19;1;8;4;
316;20;1;8;5;
316;21;1;8;1;
317;18;3;8;1;
317;19;3;8;3;
317;20;3;8;5;
317;21;3;8;1;
318;30;1;14;1;
318;32;1;14;5;
318;33;1;14;3;
319;30;3;14;1;
319;32;3;14;5;
319;33;3;14;3;
320;30;3;15;3;
320;31;3;15;1;
320;32;3;15;3;
320;33;3;15;3;
321;10;1;6;2;
321;12;1;6;3;
321;14;1;6;3;
322;25;2;13;8;
322;29;2;13;3;
323;9;3;6;1;
323;11;3;6;3;
323;14;3;6;3;
323;15;3;6;1;
324;17;1;7;5;
324;18;1;7;3;
325;17;3;7;5;
325;18;3;7;3;
326;16;1;8;3;
326;17;1;8;5;
326;18;1;8;1;
327;16;3;8;1;
327;17;3;8;3;
327;18;3;8;3;
327;20;3;8;3;
328;32;3;14;1;
328;33;3;14;3;
328;34;3;14;3;
328;35;3;14;1;
329;10;1;6;5;
329;12;1;6;1;
329;13;1;6;3;
330;10;3;6;5;
330;12;3;6;1;
330;13;3;6;3;
331;26;1;13;3;
331;27;1;13;2;
331;28;1;13;3;
332;26;2;13;3;
332;27;2;13;2;
332;28;2;13;3;
333;26;3;13;3;
333;27;3;13;2;
333;28;3;13;3;
334;9;3;6;1;
334;10;3;6;1;
334;12;3;6;3;
334;15;3;6;3;
335;10;1;6;2;
335;11;1;6;4;
335;15;1;6;1;
336;10;3;6;2;
336;11;3;6;4;
336;15;3;6;1;
337;16;1;8;2;
337;18;1;8;6;
338;16;3;8;2;
338;18;3;8;6;
339;10;3;6;1;
339;12;3;6;1;
339;13;3;6;6;
339;15;3;6;2;
340;10;3;6;4;
340;11;3;6;1;
340;12;3;6;1;
340;14;3;6;2;
341;9;3;6;4;
341;10;3;6;1;
341;14;3;6;4;
341;15;3;6;1;
342;31;1;14;1;
342;33;1;14;6;
342;35;1;14;2;
343;31;3;14;1;
343;33;3;14;6;
343;35;3;14;2;
---
1;1;45;
2;1;80;
3;1;80;
4;1;45;
5;1;48;
6;1;80;
7;1;45;
8;1;23;
9;1;80;
10;1;83;
11;1;1;
12;1;45;
13;1;80;
14;1;80;
15;1;72;
16;1;45;
17;1;23;
18;1;20;
19;1;81;
20;1;55;
21;1;80;
22;1;80;
23;1;45;
24;1;46;
25;1;71;
26;1;45;
27;1;80;
28;1;81;
29;1;95;
30;1;20;
31;1;80;
32;1;0;
33;1;45;
34;1;20;
35;1;80;
1;2;46;
2;2;85;
3;2;139;
4;2;47;
5;2;45;
6;2;80;
7;2;45;
8;2;49;
9;2;88;
10;2;136;
11;2;2;
12;2;69;
13;2;80;
14;2;138;
15;2;90;
16;2;58;
17;2;23;
18;2;20;
19;2;127;
20;2;20;
21;2;80;
22;2;80;
23;2;45;
24;2;46;
25;2;87;
26;2;46;
27;2;99;
28;2;80;
29;2;81;
30;2;54;
31;2;136;
32;2;30;
33;2;45;
34;2;20;
35;2;94;
1;3;46;
2;3;82;
3;3;81;
4;3;47;
5;3;46;
6;3;81;
7;3;45;
8;3;20;
9;3;80;
10;3;80;
11;3;2;
12;3;45;
13;3;80;
14;3;86;
15;3;45;
16;3;45;
17;3;23;
18;3;20;
19;3;80;
20;3;42;
21;3;80;
22;3;80;
23;3;46;
24;3;57;
25;3;45;
26;3;45;
27;3;99;
28;3;82;
29;3;80;
30;3;20;
31;3;80;
32;3;4;
33;3;45;
34;3;29;
35;3;80;
1;4;45;
2;4;82;
3;4;80;
4;4;53;
5;4;45;
6;4;80;
7;4;45;
8;4;21;
9;4;80;
10;4;82;
11;4;0;
12;4;46;
13;4;80;
14;4;80;
15;4;58;
16;4;45;
17;4;21;
18;4;20;
19;4;82;
20;4;20;
21;4;80;
22;4;80;
23;4;47;
24;4;45;
25;4;45;
26;4;45;
27;4;85;
28;4;80;
29;4;84;
30;4;22;
31;4;80;
32;4;6;
33;4;45;
34;4;20;
35;4;80;
---
15;39;3;2;1;28;
87;5;3;2;1;1;
96;7;6;3;1;11;
292;8;6;3;1;44;
330;19;6;3;1;18;
339;3;6;3;1;8;
158;55;7;1;1;33;
160;64;8;1;1;21;
221;0;8;1;1;1;
266;3;8;1;1;1;
53;57;9;2;1;13;
111;17;12;2;1;1;
145;2;12;2;1;26;
113;1;13;1;1;1;
82;29;1;1;2;9;
83;29;1;3;2;18;
155;5;1;3;2;20;
233;13;1;3;2;32;
85;65;2;3;2;14;
179;15;3;1;2;21;
89;13;4;1;2;1;
125;29;4;1;2;1;
90;13;4;2;2;1;
93;13;5;2;2;26;
199;7;5;2;2;4;
218;10;6;1;2;1;
157;1;6;3;2;2;
293;7;6;3;2;8;
315;3;6;3;2;8;
296;10;8;1;2;7;
131;45;8;3;2;3;
260;4;12;1;2;7;
250;0;12;2;2;1;
113;1;13;1;2;6;
278;10;13;1;2;11;
244;5;13;2;2;12;
279;10;13;2;2;56;
115;1;13;3;2;1;
171;13;14;1;2;1;
268;0;14;1;2;24;
318;6;14;1;2;1;
342;12;14;1;2;6;
299;3;14;3;2;3;
300;12;15;1;2;1;
174;26;15;3;2;1;
82;29;1;1;3;1;
83;29;1;3;3;13;
15;39;3;2;3;6;
18;75;3;2;3;21;
199;7;5;2;3;1;
95;7;6;1;3;4;
156;1;6;1;3;6;
302;13;6;1;3;7;
96;7;6;3;3;1;
157;1;6;3;3;21;
303;13;6;3;3;9;
315;3;6;3;3;1;
334;1;6;3;3;1;
341;7;6;3;3;13;
188;60;7;1;3;19;
189;60;7;3;3;3;
130;45;8;1;3;41;
131;45;8;3;3;1;
47;43;9;2;3;43;
102;42;9;2;3;11;
193;51;12;2;3;1;
250;0;12;2;3;3;
169;9;13;2;3;2;
195;0;13;2;3;3;
322;20;13;2;3;6;
210;8;14;1;3;1;
229;15;14;1;3;4;
268;0;14;1;3;1;
211;8;14;3;3;8;
230;15;14;3;3;4;
263;0;14;3;3;16;
285;13;15;1;3;19;
247;9;15;3;3;3;
286;13;15;3;3;2;
155;5;1;3;4;1;
176;33;1;3;4;30;
254;13;2;1;4;10;
90;13;4;2;4;1;
93;13;5;2;4;4;
287;15;6;1;4;1;
335;7;6;1;4;1;
257;5;6;3;4;4;
323;6;6;3;4;12;
324;5;7;1;4;1;
207;34;7;3;4;1;
289;1;7;3;4;1;
208;27;8;1;4;3;
307;7;8;1;4;9;
239;5;8;3;4;3;
290;0;8;3;4;9;
53;57;9;2;4;1;
102;42;9;2;4;11;
105;4;10;2;4;12;
166;14;12;2;4;2;
262;10;12;3;4;4;
309;8;14;1;4;1;
151;24;14;3;4;1;
263;0;14;3;4;1;
118;8;15;1;4;47;
213;1;15;3;4;9;
---
1;1;10;
2;1;3;
3;1;6;
4;1;10;
5;1;10;
1;2;10;
2;2;3;
3;2;6;
4;2;10;
5;2;10;
1;3;10;
2;3;3;
3;3;6;
4;3;10;
5;3;10;
1;4;10;
2;4;3;
3;4;6;
4;4;10;
5;4;10;
---
1;1;0;
2;1;0;
3;1;0;
4;1;0;
5;1;0;
1;2;0;
2;2;0;
3;2;0;
4;2;0;
5;2;0;
1;3;36;
2;3;0;
3;3;0;
4;3;0;
5;3;29;
1;4;0;
2;4;24;
3;4;9;
4;4;31;
5;4;0;
